task_id	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes
28	1d/4efaf1	20545	AutomatedWindowSlidingWorkflow:AutomatedWindowSliding:MAD_ROOTING	201.fasta	AutomatedWindowSlidingWorkflow:AutomatedWindowSliding:MAD_ROOTING (201.fasta)	COMPLETED	0	-	quay.io/biocontainers/rootdigger:1.0.3--h9ee0642_0	1	4h	-	6 GB	1	2025-06-22 19:04:14.810	2025-06-22 19:04:14.912	2025-06-22 19:04:15.146	336ms	1s	-	-	-	-	-	-	-	-	-	-	-	-	-
30	a4/146d5c	20577	AutomatedWindowSlidingWorkflow:AutomatedWindowSliding:BACKBONE_MIDPOINT_ROOTING	301	AutomatedWindowSlidingWorkflow:AutomatedWindowSliding:BACKBONE_MIDPOINT_ROOTING (301)	COMPLETED	0	-	-	1	4h	-	6 GB	1	2025-06-22 19:04:15.148	2025-06-22 19:04:15.248	2025-06-22 19:04:15.289	141ms	0ms	-	-	-	-	-	-	-	-	-	-	-	-	-
29	2b/9d7f80	20609	AutomatedWindowSlidingWorkflow:AutomatedWindowSliding:MAD_ROOTING	301.fasta	AutomatedWindowSlidingWorkflow:AutomatedWindowSliding:MAD_ROOTING (301.fasta)	COMPLETED	0	-	quay.io/biocontainers/rootdigger:1.0.3--h9ee0642_0	1	4h	-	6 GB	1	2025-06-22 19:04:15.291	2025-06-22 19:04:15.395	2025-06-22 19:04:15.612	321ms	0ms	-	-	-	-	-	-	-	-	-	-	-	-	-
32	5b/104a14	20639	AutomatedWindowSlidingWorkflow:AutomatedWindowSliding:BACKBONE_MIDPOINT_ROOTING	226	AutomatedWindowSlidingWorkflow:AutomatedWindowSliding:BACKBONE_MIDPOINT_ROOTING (226)	COMPLETED	0	-	-	1	4h	-	6 GB	1	2025-06-22 19:04:15.614	2025-06-22 19:04:15.717	2025-06-22 19:04:15.760	146ms	0ms	-	-	-	-	-	-	-	-	-	-	-	-	-
31	b8/fdaa55	20671	AutomatedWindowSlidingWorkflow:AutomatedWindowSliding:MAD_ROOTING	226.fasta	AutomatedWindowSlidingWorkflow:AutomatedWindowSliding:MAD_ROOTING (226.fasta)	COMPLETED	0	-	quay.io/biocontainers/rootdigger:1.0.3--h9ee0642_0	1	4h	-	6 GB	1	2025-06-22 19:04:15.763	2025-06-22 19:04:15.864	2025-06-22 19:04:16.160	397ms	1s	-	-	-	-	-	-	-	-	-	-	-	-	-
33	74/172c34	20703	AutomatedWindowSlidingWorkflow:AutomatedWindowSliding:MAD_ROOTING	101.fasta	AutomatedWindowSlidingWorkflow:AutomatedWindowSliding:MAD_ROOTING (101.fasta)	COMPLETED	0	-	quay.io/biocontainers/rootdigger:1.0.3--h9ee0642_0	1	4h	-	6 GB	1	2025-06-22 19:04:16.162	2025-06-22 19:04:16.265	2025-06-22 19:04:16.762	600ms	0ms	-	-	-	-	-	-	-	-	-	-	-	-	-
34	d0/737e79	20744	AutomatedWindowSlidingWorkflow:AutomatedWindowSliding:BACKBONE_MIDPOINT_ROOTING	101	AutomatedWindowSlidingWorkflow:AutomatedWindowSliding:BACKBONE_MIDPOINT_ROOTING (101)	COMPLETED	0	-	-	1	4h	-	6 GB	1	2025-06-22 19:04:16.765	2025-06-22 19:04:16.864	2025-06-22 19:04:16.941	176ms	0ms	-	-	-	-	-	-	-	-	-	-	-	-	-
35	a7/602ef0	20777	AutomatedWindowSlidingWorkflow:AutomatedWindowSliding:MAD_ROOTING	126.fasta	AutomatedWindowSlidingWorkflow:AutomatedWindowSliding:MAD_ROOTING (126.fasta)	COMPLETED	0	-	quay.io/biocontainers/rootdigger:1.0.3--h9ee0642_0	1	4h	-	6 GB	1	2025-06-22 19:04:16.944	2025-06-22 19:04:17.045	2025-06-22 19:04:17.255	311ms	1s	-	-	-	-	-	-	-	-	-	-	-	-	-
36	b3/00247b	20813	AutomatedWindowSlidingWorkflow:AutomatedWindowSliding:BACKBONE_MIDPOINT_ROOTING	126	AutomatedWindowSlidingWorkflow:AutomatedWindowSliding:BACKBONE_MIDPOINT_ROOTING (126)	COMPLETED	0	-	-	1	4h	-	6 GB	1	2025-06-22 19:04:17.260	2025-06-22 19:04:17.357	2025-06-22 19:04:17.421	161ms	0ms	-	-	-	-	-	-	-	-	-	-	-	-	-
38	55/2c6afe	20845	AutomatedWindowSlidingWorkflow:AutomatedWindowSliding:BACKBONE_MIDPOINT_ROOTING	176	AutomatedWindowSlidingWorkflow:AutomatedWindowSliding:BACKBONE_MIDPOINT_ROOTING (176)	COMPLETED	0	-	-	1	4h	-	6 GB	1	2025-06-22 19:04:17.424	2025-06-22 19:04:17.524	2025-06-22 19:04:17.581	157ms	0ms	-	-	-	-	-	-	-	-	-	-	-	-	-
37	b9/92dd9e	20878	AutomatedWindowSlidingWorkflow:AutomatedWindowSliding:MAD_ROOTING	176.fasta	AutomatedWindowSlidingWorkflow:AutomatedWindowSliding:MAD_ROOTING (176.fasta)	COMPLETED	0	-	quay.io/biocontainers/rootdigger:1.0.3--h9ee0642_0	1	4h	-	6 GB	1	2025-06-22 19:04:17.593	2025-06-22 19:04:17.686	2025-06-22 19:04:18.108	515ms	1s	-	-	-	-	-	-	-	-	-	-	-	-	-
